TEAM,YEAR,NBA_PLAYER_ID,PLAYER,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,AGE,EXP,SCHOOL
OKC,22-23,1630198,Isaiah Joe,isaiah-joe,11,G,6-3,165,23.0,2,Arkansas
OKC,22-23,1630322,Lindy Waters III,lindy-waters-iii,12,F,6-6,210,25.0,1,Oklahoma State
OKC,22-23,1631172,Ousmane Dieng,ousmane-dieng,13,F,6-9,185,20.0,R,New Zealand Breakers
OKC,22-23,1630215,Jared Butler,jared-butler,14,G,6-3,193,22.0,1,Baylor
OKC,22-23,1630197,Aleksej Pokusevski,aleksej-pokusevski,17,F,7-0,210,21.0,2,Olympiacos
OKC,22-23,1630598,Aaron Wiggins,aaron-wiggins,21,G,6-5,190,24.0,1,Maryland
OKC,22-23,1630544,Tre Mann,tre-mann,23,G,6-3,178,22.0,1,Florida
OKC,22-23,1630846,Olivier Sarr,olivier-sarr,30,C,6-11,240,24.0,1,Kentucky
OKC,22-23,1629026,Kenrich Williams,kenrich-williams,34,G-F,6-6,210,28.0,4,TCU
OKC,22-23,1630526,Jeremiah Robinson-Earl,jeremiah-robinson-earl,50,F,6-8,240,22.0,1,Villanova
TOR,22-23,203115,Will Barton,will-barton,1,G,6-5,181,32.0,10,Memphis
TOR,22-23,1628384,OG Anunoby,og-anunoby,3,F,6-7,232,25.0,5,Indiana
TOR,22-23,1630567,Scottie Barnes,scottie-barnes,4,F,6-8,225,21.0,1,Florida State
TOR,22-23,1630173,Precious Achiuwa,precious-achiuwa,5,F,6-8,225,23.0,2,Memphis
TOR,22-23,1631199,Ron Harper Jr.,ron-harper-jr,8,F,6-5,245,23.0,R,Rutgers
TOR,22-23,1630580,Joe Wieskamp,joe-wieskamp,11,G-F,6-6,205,23.0,1,Iowa
TOR,22-23,1627751,Jakob Poeltl,jakob-poeltl,19,C,7-1,245,27.0,6,Utah
TOR,22-23,1630288,Jeff Dowtin Jr.,jeff-dowtin-jr,20,G,6-3,177,26.0,1,Rhode Island
TOR,22-23,201152,Thaddeus Young,thaddeus-young,21,F,6-8,235,35.0,15,Georgia Tech
TOR,22-23,1630201,Malachi Flynn,malachi-flynn,22,G,6-1,175,25.0,2,San Diego State
TOR,22-23,1627832,Fred VanVleet,fred-vanvleet,23,G,6-0,197,29.0,6,Wichita State
TOR,22-23,1628449,Chris Boucher,chris-boucher,25,F-C,6-9,200,30.0,5,Oregon
TOR,22-23,203490,Otto Porter Jr.,otto-porter-jr,32,F,6-8,198,30.0,9,Georgetown
TOR,22-23,1629018,Gary Trent Jr.,gary-trent-jr,33,G-F,6-5,209,24.0,4,Duke
TOR,22-23,1631132,Christian Koloko,christian-koloko,35,C,7-0,230,23.0,R,Arizona
TOR,22-23,1627783,Pascal Siakam,pascal-siakam,43,F,6-8,230,29.0,6,New Mexico State
TOR,22-23,1630625,Dalano Banton,dalano-banton,45,F,6-7,204,23.0,1,Nebraska
UTA,22-23,203903,Jordan Clarkson,jordan-clarkson,00,G,6-5,194,31.0,8,Missouri
UTA,22-23,1629659,Talen Horton-Tucker,talen-horton-tucker,0,G,6-4,234,22.0,3,Iowa State
UTA,22-23,1629012,Collin Sexton,collin-sexton,2,G,6-2,190,24.0,4,Alabama
UTA,22-23,1627739,Kris Dunn,kris-dunn,11,G,6-3,205,29.0,6,Providence
UTA,22-23,1630176,Vernon Carey Jr.,vernon-carey-jr,13,C,6-10,270,22.0,2,Duke
UTA,22-23,1627745,Damian Jones,damian-jones,15,C,6-11,245,28.0,6,Vanderbilt
UTA,22-23,1631323,Simone Fontecchio,simone-fontecchio,16,F,6-7,209,27.0,R,Baskonia
UTA,22-23,1629677,Luka Samanic,luka-samanic,19,F,6-10,227,23.0,2,Union Olimpija
UTA,22-23,1628962,Udoka Azubuike,udoka-azubuike,20,C-F,6-11,270,23.0,2,Kansas
UTA,22-23,200752,Rudy Gay,rudy-gay,22,F-G,6-8,250,36.0,16,Connecticut
UTA,22-23,1628374,Lauri Markkanen,lauri-markkanen,23,F-C,7-0,240,26.0,5,Arizona
UTA,22-23,1631117,Walker Kessler,walker-kessler,24,C,7-0,245,21.0,R,Auburn
UTA,22-23,1630695,Micah Potter,micah-potter,25,C,6-8,248,25.0,1,Wisconsin
UTA,22-23,1630534,Ochai Agbaji,ochai-agbaji,30,G,6-5,215,23.0,R,Kansas
UTA,22-23,1630548,Johnny Juzang,johnny-juzang,33,G,6-6,209,22.0,R,UCLA
UTA,22-23,203482,Kelly Olynyk,kelly-olynyk,41,F-C,6-11,240,32.0,9,Gonzaga
UTA,22-23,1629308,Juan Toscano-Anderson,juan-toscano-anderson,95,F,6-6,209,30.0,3,Marquette
MEM,22-23,1631367,Jacob Gilyard,jacob-gilyard,,G,5-9,160,24.0,R,Richmond
MEM,22-23,1630214,Xavier Tillman,xavier-tillman,2,F,6-7,245,24.0,2,Michigan State
MEM,22-23,1631222,Jake LaRavia,jake-laravia,3,F,6-7,235,21.0,R,Wake Forest
MEM,22-23,203500,Steven Adams,steven-adams,4,C,6-11,265,29.0,9,Pittsburgh
MEM,22-23,1631246,Vince Williams Jr.,vince-williams-jr,5,G,6-4,205,22.0,R,Virginia Commonwealth
MEM,22-23,1631254,Kenneth Lofton Jr.,kenneth-lofton-jr,6,F,6-6,275,20.0,R,Louisiana Tech
MEM,22-23,1630583,Santi Aldama,santi-aldama,7,F-C,7-0,215,22.0,1,Loyola-Maryland
MEM,22-23,1630533,Ziaire Williams,ziaire-williams,8,F,6-9,185,21.0,1,Stanford
MEM,22-23,1628379,Luke Kennard,luke-kennard,10,G,6-5,206,27.0,5,Duke
MEM,22-23,1629630,Ja Morant,ja-morant,12,G,6-2,174,23.0,3,Murray State
MEM,22-23,1628991,Jaren Jackson Jr.,jaren-jackson-jr,13,F-C,6-10,242,23.0,4,Michigan State
MEM,22-23,1629634,Brandon Clarke,brandon-clarke,15,F,6-8,215,26.0,3,Gonzaga
MEM,22-23,1626145,Tyus Jones,tyus-jones,21,G,6-2,196,27.0,7,Duke
MEM,22-23,1630217,Desmond Bane,desmond-bane,22,G,6-5,215,25.0,2,TCU
MEM,22-23,1628415,Dillon Brooks,dillon-brooks,24,G-F,6-6,225,27.0,5,Oregon
MEM,22-23,1631223,David Roddy,david-roddy,27,F,6-4,255,22.0,R,Colorado State
MEM,22-23,1629723,John Konchar,john-konchar,46,G,6-5,210,27.0,3,Indiana-Purdue Fort Wayne
WAS,22-23,1631098,Johnny Davis,johnny-davis,1,G,6-4,195,21.0,R,Wisconsin
WAS,22-23,203078,Bradley Beal,bradley-beal,3,G,6-4,207,30.0,10,Florida
WAS,22-23,204001,Kristaps Porziņģis,kristaps-porziņģis,6,F-C,7-3,240,27.0,7,Cajasol Sevilla
WAS,22-23,1630692,Jordan Goodwin,jordan-goodwin,7,G,6-3,200,24.0,1,St. Louis
WAS,22-23,1630166,Deni Avdija,deni-avdija,9,F,6-9,210,22.0,2,Maccabi Tel Aviv
WAS,22-23,1641645,Xavier Cooks,xavier-cooks,12,F,6-8,183,27.0,R,Winthrop
WAS,22-23,1630225,Isaiah Todd,isaiah-todd,14,F,6-9,219,21.0,1,G League Ignite
WAS,22-23,1630264,Anthony Gill,anthony-gill,16,F,6-8,230,30.0,2,Virginia
WAS,22-23,1629134,Kendrick Nunn,kendrick-nunn,20,G,6-3,190,27.0,2,Oakland
WAS,22-23,1629655,Daniel Gafford,daniel-gafford,21,F-C,6-10,234,24.0,3,Arkansas
WAS,22-23,1628420,Monté Morris,monté-morris,22,G,6-2,183,28.0,5,Iowa State
WAS,22-23,1630557,Corey Kispert,corey-kispert,24,F,6-6,224,24.0,1,Gonzaga
WAS,22-23,1631245,Quenton Jackson,quenton-jackson,29,G,6-5,173,24.0,R,Texas A&M
WAS,22-23,1628398,Kyle Kuzma,kyle-kuzma,33,F,6-9,221,27.0,5,Utah
WAS,22-23,1630643,Jay Huff,jay-huff,34,C,7-1,240,25.0,1,Virginia
WAS,22-23,1626153,Delon Wright,delon-wright,55,G,6-5,185,31.0,7,Utah
WAS,22-23,201959,Taj Gibson,taj-gibson,67,F,6-9,232,38.0,13,Southern California
DET,22-23,1631105,Jalen Duren,jalen-duren,0,C,6-11,250,19.0,R,Memphis
DET,22-23,1630595,Cade Cunningham,cade-cunningham,2,G,6-7,220,21.0,1,Oklahoma State
DET,22-23,202692,Alec Burks,alec-burks,5,G,6-6,214,31.0,11,Colorado
DET,22-23,1628977,Hamidou Diallo,hamidou-diallo,6,G,6-5,202,24.0,4,Kentucky
DET,22-23,1630165,Killian Hayes,killian-hayes,7,G,6-5,195,21.0,2,Ratiopharm Ulm
DET,22-23,1631197,Jared Rhoden,jared-rhoden,8,G,6-6,210,23.0,R,Seton Hall
DET,22-23,1630587,Isaiah Livers,isaiah-livers,12,F,6-6,232,24.0,1,Michigan
DET,22-23,1630164,James Wiseman,james-wiseman,13,C,7-0,240,22.0,2,Memphis
DET,22-23,1630181,R.J. Hampton,rj-hampton,14,G,6-4,175,22.0,2,Capital City Go-Go
DET,22-23,203585,Rodney McGruder,rodney-mcgruder,17,G,6-4,205,31.0,6,Kansas State
DET,22-23,202709,Cory Joseph,cory-joseph,18,G,6-3,200,31.0,11,Texas
DET,22-23,1631093,Jaden Ivey,jaden-ivey,23,G,6-4,195,21.0,R,Purdue
DET,22-23,1631205,Buddy Boeheim,buddy-boeheim,27,F,6-6,205,23.0,R,Syracuse
DET,22-23,1630191,Isaiah Stewart,isaiah-stewart,28,F-C,6-8,250,22.0,2,Washington
DET,22-23,1628963,Marvin Bagley III,marvin-bagley-iii,35,F,6-10,235,24.0,4,Duke
DET,22-23,202711,Bojan Bogdanovic,bojan-bogdanovic,44,F,6-7,226,34.0,8,Fenerbahce
DET,22-23,1630647,Eugene Omoruyi,eugene-omoruyi,97,F,6-6,235,26.0,1,Oregon
CHO,22-23,1630163,LaMelo Ball,lamelo-ball,1,G,6-7,180,21.0,2,Illawarra
CHO,22-23,1630547,James Bouknight,james-bouknight,2,G,6-4,190,22.0,1,Connecticut
CHO,22-23,1626179,Terry Rozier,terry-rozier,3,G,6-1,190,29.0,7,Louisville
CHO,22-23,1630208,Nick Richards,nick-richards,4,C,7-0,245,25.0,2,Kentucky
CHO,22-23,1631109,Mark Williams,mark-williams,5,C,7-0,240,21.0,R,Duke
CHO,22-23,1631121,Bryce McGowens,bryce-mcgowens,7,G,6-6,175,20.0,R,Nebraska
CHO,22-23,1628372,Dennis Smith Jr.,dennis-smith-jr,8,G,6-2,205,25.0,5,North Carolina State
CHO,22-23,1630177,Theo Maledon,theo-maledon,9,G,6-5,175,22.0,2,ASVEL
CHO,22-23,1628998,Cody Martin,cody-martin,11,F,6-6,205,27.0,3,Nevada
CHO,22-23,1626162,Kelly Oubre Jr.,kelly-oubre-jr,12,F-G,6-6,203,27.0,7,Kansas
CHO,22-23,1629004,Svi Mykhailiuk,svi-mykhailiuk,17,G-F,6-7,205,26.0,4,Kansas
CHO,22-23,1630270,Xavier Sneed,xavier-sneed,19,F,6-5,215,25.0,1,Kansas State
CHO,22-23,202330,Gordon Hayward,gordon-hayward,20,F,6-7,225,33.0,12,Butler
CHO,22-23,1630550,JT Thor,jt-thor,21,F,6-9,203,20.0,1,Auburn
CHO,22-23,1630539,Kai Jones,kai-jones,23,C-F,6-11,221,22.0,1,Texas
CHO,22-23,1628424,Kobi Simmons,kobi-simmons,23,G,6-5,180,25.0,2,Arizona
CHO,22-23,1629023,P.J. Washington,pj-washington,25,F,6-7,230,24.0,3,Kentucky
ATL,23-24,1630552,Jalen Johnson,jalen-johnson,1,F,6-8,219,22.0,2,Duke
ATL,23-24,1630235,Trent Forrest,trent-forrest,2,G,6-4,210,26.0,3,Florida State
ATL,23-24,1641754,Seth Lundy,seth-lundy,3,G-F,6-4,220,24.0,R,Penn State
ATL,23-24,1641723,Kobe Bufkin,kobe-bufkin,4,G,6-5,195,20.0,R,Michigan
ATL,23-24,1627749,Dejounte Murray,dejounte-murray,5,G,6-5,180,27.0,7,Washington
ATL,23-24,1629027,Trae Young,trae-young,11,G,6-1,164,25.0,5,Oklahoma
ATL,23-24,1629631,De'Andre Hunter,deandre-hunter,12,F-G,6-8,221,26.0,4,Virginia
ATL,23-24,203992,Bogdan Bogdanović,bogdan-bogdanović,13,G,6-5,225,31.0,6,Fenerbahce
ATL,23-24,1631100,AJ Griffin,aj-griffin,14,F,6-6,220,20.0,1,Duke
ATL,23-24,203991,Clint Capela,clint-capela,15,C,6-10,256,30.0,9,Elan Chalon
ATL,23-24,1630168,Onyeka Okongwu,onyeka-okongwu,17,F-C,6-10,240,23.0,3,Southern California
ATL,23-24,1631243,Mouhamed Gueye,mouhamed-gueye,18,F,6-10,210,21.0,R,Washington State
ATL,23-24,1629685,Dylan Windler,dylan-windler,20,G-F,6-7,196,27.0,3,Belmont
ATL,23-24,1628981,Bruno Fernando,bruno-fernando,24,F-C,6-9,240,25.0,4,Maryland
ATL,23-24,1629726,Garrison Mathews,garrison-mathews,25,G,6-6,215,27.0,4,Lipscomb
ATL,23-24,1630249,Vít Krejčí,vít-krejčí,27,G,6-8,195,24.0,2,Zaragoza
ATL,23-24,202083,Wesley Matthews,wesley-matthews,32,G,6-5,220,37.0,14,Marquette
ATL,23-24,1630180,Saddiq Bey,saddiq-bey,41,G-F,6-7,215,25.0,3,Villanova
BOS,23-24,1628369,Jayson Tatum,jayson-tatum,0,F-G,6-8,210,26.0,6,Duke
BOS,23-24,201950,Jrue Holiday,jrue-holiday,4,G,6-4,205,34.0,14,UCLA
BOS,23-24,1627759,Jaylen Brown,jaylen-brown,7,G-F,6-6,223,27.0,7,California
BOS,23-24,204001,Kristaps Porziņģis,kristaps-porziņģis,8,F-C,7-2,240,28.0,8,Cajasol Sevilla
BOS,23-24,1628401,Derrick White,derrick-white,9,G,6-4,190,29.0,6,Colorado
BOS,23-24,1630202,Payton Pritchard,payton-pritchard,11,G,6-1,195,26.0,3,Oregon
BOS,23-24,1629052,Oshae Brissett,oshae-brissett,12,F-G,6-7,210,26.0,4,Syracuse
BOS,23-24,1641809,Drew Peterson,drew-peterson,13,F,6-9,205,24.0,R,Southern California
BOS,23-24,1631120,JD Davison,jd-davison,20,G,6-1,195,21.0,1,Alabama
BOS,23-24,1630214,Xavier Tillman,xavier-tillman,26,F,6-7,245,25.0,3,Michigan State
BOS,23-24,1641775,Jordan Walsh,jordan-walsh,27,G,6-6,205,20.0,R,Arkansas
BOS,23-24,1630573,Sam Hauser,sam-hauser,30,F,6-7,217,26.0,2,Virginia
BOS,23-24,1628436,Luke Kornet,luke-kornet,40,C-F,7-1,250,28.0,6,Vanderbilt
BOS,23-24,201143,Al Horford,al-horford,42,C-F,6-9,240,38.0,16,Florida
BOS,23-24,1630531,Jaden Springer,jaden-springer,44,G,6-4,202,21.0,2,Tennessee
BOS,23-24,1629004,Svi Mykhailiuk,svi-mykhailiuk,50,G-F,6-7,205,27.0,5,Kansas
BOS,23-24,1629674,Neemias Queta,neemias-queta,88,C,7-0,248,24.0,2,Utah State
CLE,23-24,1629622,Max Strus,max-strus,1,G-F,6-5,215,28.0,4,DePaul
CLE,23-24,1629660,Ty Jerome,ty-jerome,2,G-F,6-5,195,26.0,4,Virginia
CLE,23-24,1627747,Caris LeVert,caris-levert,3,G,6-6,205,29.0,7,Michigan
CLE,23-24,1630596,Evan Mobley,evan-mobley,4,C,6-11,215,23.0,2,Southern California
CLE,23-24,1630241,Sam Merrill,sam-merrill,5,G,6-4,205,28.0,3,Utah State
CLE,23-24,1631250,Pete Nance,pete-nance,8,F,6-10,225,24.0,R,Northwestern
CLE,23-24,1641854,Craig Porter Jr.,craig-porter-jr,9,G,6-1,180,24.0,R,Wichita State
CLE,23-24,1629636,Darius Garland,darius-garland,10,G,6-1,192,24.0,4,Vanderbilt
CLE,23-24,202684,Tristan Thompson,tristan-thompson,13,C-F,6-9,254,33.0,12,Texas-Austin
CLE,23-24,1630600,Isaiah Mobley,isaiah-mobley,15,F,6-8,238,24.0,1,USC
CLE,23-24,1627777,Georges Niang,georges-niang,20,F,6-7,230,31.0,7,Iowa State
CLE,23-24,1641734,Emoni Bates,emoni-bates,21,F,6-8,170,20.0,R,Eastern Michigan
CLE,23-24,202694,Marcus Morris Sr.,marcus-morris-sr,24,F,6-8,218,34.0,12,Kansas
CLE,23-24,1627745,Damian Jones,damian-jones,30,C,6-10,245,29.0,7,Vanderbilt
CLE,23-24,1628386,Jarrett Allen,jarrett-allen,31,C,6-9,243,26.0,6,Texas
CLE,23-24,1629731,Dean Wade,dean-wade,32,F-C,6-9,228,27.0,4,Kansas State
CLE,23-24,1630171,Isaac Okoro,isaac-okoro,35,F-G,6-5,225,23.0,3,Auburn
CLE,23-24,1628378,Donovan Mitchell,donovan-mitchell,45,G,6-3,215,27.0,6,Louisville
NOP,23-24,1631220,Dereon Seabron,dereon-seabron,0,G,6-5,180,24.0,1,North Carolina State
NOP,23-24,1629627,Zion Williamson,zion-williamson,1,F,6-6,284,23.0,4,Duke
NOP,23-24,203468,CJ McCollum,cj-mccollum,3,G,6-3,190,32.0,10,Lehigh
NOP,23-24,1630529,Herbert Jones,herbert-jones,5,F,6-7,206,25.0,2,Alabama
NOP,23-24,1630230,Naji Marshall,naji-marshall,8,F,6-6,220,26.0,3,Xavier
NOP,23-24,1630700,Dyson Daniels,dyson-daniels,11,G,6-7,199,21.0,1,NBA G League Ignite
NOP,23-24,1627742,Brandon Ingram,brandon-ingram,14,F,6-8,190,26.0,7,Duke
NOP,23-24,1630631,Jose Alvarado,jose-alvarado,15,G,6-0,179,26.0,2,Georgia Tech
NOP,23-24,202685,Jonas Valančiūnas,jonas-valančiūnas,17,C,6-11,265,32.0,11,Lietuvos rytas Vilnius
NOP,23-24,1626204,Larry Nance Jr.,larry-nance-jr,22,F-C,6-8,245,31.0,8,Wyoming
NOP,23-24,1641722,Jordan Hawkins,jordan-hawkins,24,G,6-5,190,22.0,R,Connecticut
NOP,23-24,1630530,Trey Murphy III,trey-murphy-iii,25,F,6-8,206,24.0,2,Virginia
NOP,23-24,1630604,E.J. Liddell,ej-liddell,32,F,6-6,240,23.0,R,Ohio State
NOP,23-24,1630792,Malcolm Hill,malcolm-hill,33,F,6-6,220,28.0,2,Illinois
NOP,23-24,1630346,Matt Ryan,matt-ryan,37,F,6-6,215,27.0,2,Tennessee-Chattanooga
NOP,23-24,203469,Cody Zeller,cody-zeller,40,F-C,6-11,240,31.0,10,Indiana
NOP,23-24,1630526,Jeremiah Robinson-Earl,jeremiah-robinson-earl,50,F,6-8,240,23.0,2,Villanova
CHI,23-24,1641847,Andrew Funk,andrew-funk,,G,6-5,200,24.0,R,Penn State
CHI,23-24,1629632,Coby White,coby-white,0,G,6-5,195,24.0,4,North Carolina
CHI,23-24,1628366,Lonzo Ball,lonzo-ball,2,G,6-6,190,26.0,6,UCLA
CHI,23-24,203083,Andre Drummond,andre-drummond,3,C,6-11,279,30.0,11,Connecticut
CHI,23-24,1628975,Jevon Carter,jevon-carter,5,G,6-1,200,28.0,5,West Virginia
CHI,23-24,1627936,Alex Caruso,alex-caruso,6,G,6-5,186,30.0,6,Texas A&M
CHI,23-24,203897,Zach LaVine,zach-lavine,8,G,6-5,200,29.0,9,UCLA
CHI,23-24,202696,Nikola Vučević,nikola-vučević,9,C,6-10,260,33.0,12,Southern California
CHI,23-24,201942,DeMar DeRozan,demar-derozan,11,G-F,6-6,220,34.0,14,Southern California
CHI,23-24,1630245,Ayo Dosunmu,ayo-dosunmu,12,G,6-5,200,24.0,2,Illinois
CHI,23-24,1628470,Torrey Craig,torrey-craig,13,F,6-5,221,33.0,6,South Carolina Upstate
CHI,23-24,1641763,Julian Phillips,julian-phillips,15,F,6-8,198,20.0,R,Tennessee
CHI,23-24,1641931,Onuralp Bitim,onuralp-bitim,17,F,6-6,215,25.0,R,Bursaspor
CHI,23-24,1641766,Adama Sanogo,adama-sanogo,21,F,6-9,245,22.0,R,UCONN
CHI,23-24,1629750,Javonte Green,javonte-green,24,G,6-5,205,30.0,4,Radford
CHI,23-24,1631207,Dalen Terry,dalen-terry,25,F,6-7,195,21.0,1,Arizona
CHI,23-24,1630172,Patrick Williams,patrick-williams,44,F,6-7,215,22.0,3,Florida State
CHI,23-24,1630929,Henri Drell,henri-drell,77,F,6-9,220,24.0,R,Victoria Libertas
DAL,23-24,203957,Danté Exum,danté-exum,0,G,6-5,214,28.0,7,Australian Institute of Sport
DAL,23-24,1630314,Brandon Williams,brandon-williams,00,G,6-1,190,24.0,1,Arizona
DAL,23-24,1630702,Jaden Hardy,jaden-hardy,1,G,6-3,198,21.0,1,NBA G League Ignite
DAL,23-24,1641726,Dereck Lively II,dereck-lively-ii,2,C,7-1,230,20.0,R,Duke
DAL,23-24,203939,Dwight Powell,dwight-powell,7,F-C,6-10,240,32.0,9,Stanford
DAL,23-24,1630182,Josh Green,josh-green,8,G,6-5,200,23.0,3,Arizona
DAL,23-24,1630639,A.J. Lawson,aj-lawson,9,G,6-6,179,23.0,1,South Carolina
DAL,23-24,203501,Tim Hardaway Jr.,tim-hardaway-jr,10,G-F,6-5,205,32.0,10,Michigan
DAL,23-24,202681,Kyrie Irving,kyrie-irving,11,G,6-2,195,32.0,12,Duke
DAL,23-24,1641788,Alex Fudge,alex-fudge,17,F,6-8,200,21.0,R,Florida
DAL,23-24,1641765,Olivier-Maxence Prosper,olivier-maxence-prosper,18,F,6-7,230,21.0,R,Marquette
DAL,23-24,1629655,Daniel Gafford,daniel-gafford,21,F-C,6-10,234,25.0,4,Arkansas
DAL,23-24,1629023,P.J. Washington,pj-washington,25,F,6-7,230,25.0,4,Kentucky
DAL,23-24,1630535,Greg Brown III,greg-brown-iii,36,F,6-7,206,22.0,2,Texas
DAL,23-24,1628467,Maxi Kleber,maxi-kleber,42,F,6-10,240,32.0,6,Bayern Munich
DAL,23-24,1627884,Derrick Jones Jr.,derrick-jones-jr,55,F,6-6,210,27.0,7,UNLV
DAL,23-24,1629029,Luka Dončić,luka-dončić,77,F-G,6-7,230,25.0,5,Real Madrid
DAL,23-24,202693,Markieff Morris,markieff-morris,88,F,6-9,245,34.0,12,Kansas
DEN,23-24,1631128,Christian Braun,christian-braun,0,G,6-6,220,23.0,1,Kansas
DEN,23-24,1629008,Michael Porter Jr.,michael-porter-jr,1,F,6-10,218,26.0,4,Missouri
DEN,23-24,1631124,Julian Strawther,julian-strawther,3,G,6-6,205,22.0,R,Gonzaga
DEN,23-24,1641816,Hunter Tyson,hunter-tyson,4,F,6-8,215,24.0,R,Clemson
DEN,23-24,203484,Kentavious Caldwell-Pope,kentavious-caldwell-pope,5,G,6-5,204,31.0,10,Georgia
DEN,23-24,201599,DeAndre Jordan,deandre-jordan,6,C,6-11,265,35.0,15,Texas A&M
DEN,23-24,202704,Reggie Jackson,reggie-jackson,7,G,6-2,208,34.0,12,Boston College
DEN,23-24,1631212,Peyton Watson,peyton-watson,8,G,6-7,200,21.0,1,UCLA
DEN,23-24,203200,Justin Holiday,justin-holiday,9,F-G,6-6,180,35.0,10,Washington
DEN,23-24,1630296,Braxton Key,braxton-key,11,F,6-8,225,27.0,2,Virginia
DEN,23-24,203999,Nikola Jokić,nikola-jokić,15,C,6-11,284,29.0,8,Mega Basket
DEN,23-24,1631221,Collin Gillespie,collin-gillespie,21,G,6-1,195,25.0,R,Villanova
DEN,23-24,1630192,Zeke Nnaji,zeke-nnaji,22,F-C,6-9,240,23.0,3,Arizona
DEN,23-24,1629618,Jalen Pickett,jalen-pickett,24,G,6-2,202,24.0,R,Penn State
DEN,23-24,1627750,Jamal Murray,jamal-murray,27,G,6-4,215,27.0,7,Kentucky
DEN,23-24,1630643,Jay Huff,jay-huff,30,C,7-1,240,26.0,2,Virginia
DEN,23-24,1628427,Vlatko Čančar,vlatko-čančar,31,F,6-8,236,27.0,4,San Pablo Burgos
DEN,23-24,203932,Aaron Gordon,aaron-gordon,50,F,6-8,235,28.0,9,Arizona
GSW,23-24,1627780,Gary Payton II,gary-payton-ii,0,G,6-2,195,31.0,7,Oregon State
GSW,23-24,1630228,Jonathan Kuminga,jonathan-kuminga,00,F,6-7,225,21.0,2,NBA G League Ignite
GSW,23-24,1641764,Brandin Podziemski,brandin-podziemski,2,G,6-4,205,21.0,R,Santa Clara
GSW,23-24,101108,Chris Paul,chris-paul,3,G,6-0,175,39.0,18,Wake Forest
GSW,23-24,1630541,Moses Moody,moses-moody,4,G,6-5,211,22.0,2,Arkansas
GSW,23-24,1626172,Kevon Looney,kevon-looney,5,F,6-9,222,28.0,8,UCLA
GSW,23-24,202691,Klay Thompson,klay-thompson,11,G,6-6,220,34.0,12,Washington State
GSW,23-24,1630586,Usman Garuba,usman-garuba,12,F,6-8,229,22.0,2,Real Madrid
GSW,23-24,1630611,Gui Santos,gui-santos,15,F,6-6,185,22.0,R,Minas
GSW,23-24,1629010,Jerome Robinson,jerome-robinson,18,G,6-5,190,27.0,3,Boston College
GSW,23-24,203967,Dario Šarić,dario-šarić,20,F-C,6-10,225,30.0,7,Anadolu Efes
GSW,23-24,203952,Andrew Wiggins,andrew-wiggins,22,F,6-7,197,29.0,9,Kansas
GSW,23-24,203110,Draymond Green,draymond-green,23,F,6-6,230,34.0,11,Michigan State
GSW,23-24,1631311,Lester Quinones,lester-quinones,25,G,6-4,208,23.0,1,Memphis
GSW,23-24,201939,Stephen Curry,stephen-curry,30,G,6-2,185,36.0,14,Davidson
GSW,23-24,1631218,Trayce Jackson-Davis,trayce-jackson-davis,32,F,6-9,245,24.0,R,Indiana
GSW,23-24,1630311,Pat Spencer,pat-spencer,61,G,6-3,205,27.0,R,Northwestern
HOU,23-24,1628988,Aaron Holiday,aaron-holiday,0,G,6-0,185,27.0,5,UCLA
HOU,23-24,1631257,Jermaine Samuels Jr.,jermaine-samuels-jr,00,F,6-6,230,25.0,R,Villanova
HOU,23-24,1641708,Amen Thompson,amen-thompson,1,G-F,6-7,200,21.0,R,Overtime Elite
HOU,23-24,1629111,Jock Landale,jock-landale,2,C,6-11,255,28.0,2,St. Mary's
HOU,23-24,1630224,Jalen Green,jalen-green,4,G,6-4,186,22.0,2,NBA G League Ignite
HOU,23-24,1627832,Fred VanVleet,fred-vanvleet,5,G,6-0,197,30.0,7,Wichita State
HOU,23-24,1641715,Cam Whitmore,cam-whitmore,7,F,6-7,230,19.0,R,Villanova
HOU,23-24,1630256,Jae'Sean Tate,jaesean-tate,8,F,6-4,230,28.0,3,Ohio State
HOU,23-24,1628415,Dillon Brooks,dillon-brooks,9,G-F,6-6,225,28.0,6,Oregon
HOU,23-24,1631095,Jabari Smith Jr.,jabari-smith-jr,10,F,6-11,220,21.0,1,Auburn
HOU,23-24,203500,Steven Adams,steven-adams,12,C,6-11,265,30.0,10,Pittsburgh
HOU,23-24,1630207,Nate Hinton,nate-hinton,14,G-F,6-5,210,25.0,2,Houston
HOU,23-24,1631106,Tari Eason,tari-eason,17,F,6-8,215,23.0,1,Louisiana State
HOU,23-24,1631466,Nate Williams,nate-williams,19,G,6-5,205,25.0,1,Buffalo
HOU,23-24,203493,Reggie Bullock Jr.,reggie-bullock-jr,25,G-F,6-6,205,33.0,10,North Carolina
HOU,23-24,1630578,Alperen Sengun,alperen-sengun,28,C,6-11,243,21.0,2,Besiktas
HOU,23-24,201145,Jeff Green,jeff-green,32,F,6-8,235,37.0,16,Georgetown
HOU,23-24,1626246,Boban Marjanovic,boban-marjanovic,51,C,7-4,290,35.0,8,Crvena zvezda
LAC,23-24,201566,Russell Westbrook,russell-westbrook,0,G,6-4,200,35.0,15,UCLA
LAC,23-24,201935,James Harden,james-harden,1,G,6-5,220,34.0,14,Arizona State
